undefinedGO type	GO ID	GO term	Level	Occ. Ref.	Freq. Ref.	Occ. set	Freq. set	Ratio	E/D	Pval.	Pval. Bonferroni	Pval. BH	P(A|B)%	P(B|A)%
biological_process  	 GO:0002323  	natural killer cell activation involved in immune response  	5, 6	4 	0.000442  	1   	0.111111  	250.81x  	E  	0.003963864  	1  	0.0675980336835943  	 	 
biological_process  	 GO:0071698  	olfactory placode development  	4	4 	0.000442  	1   	0.111111  	250.81x  	E  	0.003963864  	1  	0.0675980336835943  	 	 
biological_process  	 GO:0072189  	ureter development  	4, 5, 6, 7	4 	0.000442  	1   	0.111111  	250.81x  	E  	0.003963864  	1  	0.0675980336835943  	 	 
biological_process  	 GO:0048729  	tissue morphogenesis  	3, 4	368 	0.040627  	3   	0.333333  	8.2x  	E  	0.004365951  	1  	0.0731488281416405  	 	 
molecular_function  	 GO:0016641  	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor  	4	5 	0.000539  	1   	0.111111  	205.76x  	E  	0.004836589  	0.454639366  	0.0757732269873716  	 	 
molecular_function  	 GO:0030169  	low-density lipoprotein particle binding  	5	5 	0.000539  	1   	0.111111  	205.76x  	E  	0.004836589  	0.454639366  	0.0757732269873716  	 	 
biological_process  	 GO:0061196  	fungiform papilla development  	3, 6, 7, 8	5 	0.000552  	1   	0.111111  	200.92x  	E  	0.004950452  	1  	0.0762529249042048  	 	 
biological_process  	 GO:0061197  	fungiform papilla morphogenesis  	3, 4, 6, 7, 8, 9	5 	0.000552  	1   	0.111111  	200.92x  	E  	0.004950452  	1  	0.0762529249042048  	 	 
biological_process  	 GO:0061550  	cranial ganglion development  	5, 6, 7, 8	5 	0.000552  	1   	0.111111  	200.92x  	E  	0.004950452  	1  	0.0762529249042048  	 	 
biological_process  	 GO:0001759  	organ induction  	3, 4, 5, 6, 7, 8, 9	5 	0.000552  	1   	0.111111  	200.92x  	E  	0.004950452  	1  	0.0762529249042048  	 	 
biological_process  	 GO:0051124  	synaptic growth at neuromuscular junction  	3, 5, 6, 7	5 	0.000552  	1   	0.111111  	200.92x  	E  	0.004950452  	1  	0.0762529249042048  	 	 
biological_process  	 GO:0098742  	cell-cell adhesion via plasma-membrane adhesion molecules  	4	115 	0.012696  	2   	0.222222  	17.5x  	E  	0.0052687  	1  	0.0796679758769412  	 	 
biological_process  	 GO:0008284  	positive regulation of cell proliferation  	2, 3, 4, 5	396 	0.043718  	3   	0.333333  	7.62x  	E  	0.005339006  	1  	0.0796679758769412  	 	 
biological_process  	 GO:1905330  	regulation of morphogenesis of an epithelium  	4, 5, 6	121 	0.013358  	2   	0.222222  	16.63x  	E  	0.005807998  	1  	0.0798338630388414  	 	 
biological_process  	 GO:1904396  	regulation of neuromuscular junction development  	5, 6	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:0043587  	tongue morphogenesis  	5, 6, 7, 8	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:0031339  	negative regulation of vesicle fusion  	3, 4, 5, 6, 7, 8	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:0051126  	negative regulation of actin nucleation  	5, 6, 7, 8, 9, 10, 11, 12, 13, 14	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:0003266  	regulation of secondary heart field cardioblast proliferation  	5, 6, 7, 8, 9, 10, 11	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:0090185  	negative regulation of kidney development  	3, 4, 5, 6, 7, 8, 9	6 	0.000662  	1   	0.111111  	167.59x  	E  	0.005935292  	1  	0.0798338630388414  	 	 
biological_process  	 GO:1901215  	negative regulation of neuron death  	4, 5, 6	125 	0.0138  	2   	0.222222  	16.1x  	E  	0.006180592  	1  	0.081978686877057  	 	 
molecular_function  	 GO:0016638  	oxidoreductase activity, acting on the CH-NH2 group of donors  	3	7 	0.000755  	1   	0.111111  	146.97x  	E  	0.006759538  	0.635396572  	0.0907709395666259  	 	 
cellular_component  	 GO:0008541  	proteasome regulatory particle, lid subcomplex  	2, 3, 4, 5, 6, 7, 8	8 	0.00085  	1   	0.125  	146.89x  	E  	0.006762349  	0.87910537  	0.193759184855828  	 	 
biological_process  	 GO:0048856  	anatomical structure development  	2	2984 	0.329433  	7   	0.777778  	2.36x  	E  	0.006794374  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0042501  	serine phosphorylation of STAT protein  	7, 8, 9, 10	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0003263  	cardioblast proliferation  	3, 5, 6, 7, 8, 9	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0003264  	regulation of cardioblast proliferation  	4, 5, 6, 7, 8, 9, 10	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0032464  	positive regulation of protein homooligomerization  	5, 6, 7, 8	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0001845  	phagolysosome assembly  	5, 7	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0071599  	otic vesicle development  	4, 5, 6, 7, 8, 9	7 	0.000773  	1   	0.111111  	143.55x  	E  	0.006918388  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0043523  	regulation of neuron apoptotic process  	5, 6, 7	134 	0.014794  	2   	0.222222  	15.02x  	E  	0.007056501  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0007166  	cell surface receptor signaling pathway  	3, 4, 5	1482 	0.163612  	5   	0.555556  	3.4x  	E  	0.007203271  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0042221  	response to chemical  	2	2214 	0.244425  	6   	0.666667  	2.73x  	E  	0.007701504  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0072079  	nephron tubule formation  	6, 7, 8, 9, 10, 11, 12	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0014857  	regulation of skeletal muscle cell proliferation  	3, 4, 5	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0014842  	regulation of skeletal muscle satellite cell proliferation  	4, 5, 6	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0038180  	nerve growth factor signaling pathway  	5, 6, 7	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0021561  	facial nerve development  	5, 6, 7, 8, 9	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0014841  	skeletal muscle satellite cell proliferation  	5	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0014856  	skeletal muscle cell proliferation  	4	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0021610  	facial nerve morphogenesis  	4, 5, 6, 7, 8, 9, 10	8 	0.000883  	1   	0.111111  	125.69x  	E  	0.007899741  	1  	0.0823279735239193  	 	 
biological_process  	 GO:2000027  	regulation of organ morphogenesis  	4, 5, 6, 7	148 	0.016339  	2   	0.222222  	13.6x  	E  	0.008519957  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0045216  	cell-cell junction organization  	4	149 	0.01645  	2   	0.222222  	13.51x  	E  	0.00862909  	1  	0.0823279735239193  	 	 
cellular_component  	 GO:0044459  	plasma membrane part  	2, 3, 4, 5	1136 	0.120659  	4   	0.5  	4.14x  	E  	0.008843848  	1  	0.193759184855828  	 	 
biological_process  	 GO:0051451  	myoblast migration  	5, 6	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0042474  	middle ear morphogenesis  	4, 5, 6, 7, 8, 9	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0043586  	tongue development  	5, 6, 7	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0060602  	branch elongation of an epithelium  	4, 5, 6, 7	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0042135  	neurotransmitter catabolic process  	4, 5	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0030878  	thyroid gland development  	5, 6, 7	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0060788  	ectodermal placode formation  	3, 4, 5	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0071697  	ectodermal placode morphogenesis  	3, 4	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0050927  	positive regulation of positive chemotaxis  	4, 5, 6, 7	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0072075  	metanephric mesenchyme development  	6, 7, 8, 9	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0050926  	regulation of positive chemotaxis  	4, 5, 6	9 	0.000994  	1   	0.111111  	111.67x  	E  	0.008879352  	1  	0.0823279735239193  	 	 
biological_process  	 GO:0051402  	neuron apoptotic process  	4, 5	153 	0.016891  	2   	0.222222  	13.16x  	E  	0.009071651  	1  	0.0825758723717813  	 	 
molecular_function  	 GO:0071813  	lipoprotein particle binding  	4	10 	0.001079  	1   	0.111111  	102.88x  	E  	0.009631488  	0.905359872  	0.0985959751910127  	 	 
molecular_function  	 GO:0071814  	protein-lipid complex binding  	3	10 	0.001079  	1   	0.111111  	102.88x  	E  	0.009631488  	0.905359872  	0.0985959751910127  	 	 
biological_process  	 GO:0050678  	regulation of epithelial cell proliferation  	3, 4, 5	159 	0.017554  	2   	0.222222  	12.66x  	E  	0.009753395  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0090189  	regulation of branching involved in ureteric bud morphogenesis  	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0097067  	cellular response to thyroid hormone stimulus  	5, 6	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0090190  	positive regulation of branching involved in ureteric bud morphogenesis  	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0048745  	smooth muscle tissue development  	5	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0090103  	cochlea morphogenesis  	4, 5, 6, 7, 8, 9, 10	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0031128  	developmental induction  	2	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:2001014  	regulation of skeletal muscle cell differentiation  	4, 5, 6, 7, 8, 9, 10	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0043584  	nose development  	5, 6, 7	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0071696  	ectodermal placode development  	3	10 	0.001104  	1   	0.111111  	100.55x  	E  	0.009857225  	1  	0.0825758723717813  	 	 
biological_process  	 GO:0071345  	cellular response to cytokine stimulus  	5	499 	0.055089  	3   	0.333333  	6.05x  	E  	0.009958139  	1  	0.0826958504976686  	 	 
cellular_component  	 GO:0001891  	phagocytic cup  	3, 4, 5, 6	12 	0.001275  	1   	0.125  	97.96x  	E  	0.01011336  	1  	0.193759184855828  	 	 
biological_process  	 GO:0045785  	positive regulation of cell adhesion  	2, 3, 4	165 	0.018216  	2   	0.222222  	12.2x  	E  	0.01045631  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0032502  	developmental process  	1	3224 	0.355928  	7   	0.777778  	2.19x  	E  	0.01077783  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0021783  	preganglionic parasympathetic fiber development  	4, 5, 6, 7, 8	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0010092  	specification of animal organ identity  	4, 5, 6, 7, 8	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0061213  	positive regulation of mesonephros development  	4, 5, 6, 7, 8, 9, 10	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:1905331  	negative regulation of morphogenesis of an epithelium  	3, 4, 5, 6, 7	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0061217  	regulation of mesonephros development  	5, 6, 7, 8, 9	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0071404  	cellular response to low-density lipoprotein particle stimulus  	4, 6	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0072074  	kidney mesenchyme development  	5, 6, 7, 8	11 	0.001214  	1   	0.111111  	91.45x  	E  	0.01083336  	1  	0.0834343449047813  	 	 
biological_process  	 GO:0023052  	signaling  	1	3234 	0.357032  	7   	0.777778  	2.18x  	E  	0.01097652  	1  	0.0838605848654109  	 	 
biological_process  	 GO:0007154  	cell communication  	2	3244 	0.358136  	7   	0.777778  	2.17x  	E  	0.01117805  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0031334  	positive regulation of protein complex assembly  	3, 4, 5, 6	172 	0.018989  	2   	0.222222  	11.7x  	E  	0.01130265  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0034330  	cell junction organization  	3	173 	0.019099  	2   	0.222222  	11.63x  	E  	0.01142584  	1  	0.0841523220489551  	 	 
molecular_function  	 GO:0004896  	cytokine receptor activity  	4	12 	0.001294  	1   	0.111111  	85.8x  	E  	0.01153783  	1  	0.0985959751910127  	 	 
molecular_function  	 GO:0001223  	transcription coactivator binding  	5	12 	0.001294  	1   	0.111111  	85.8x  	E  	0.01153783  	1  	0.0985959751910127  	 	 
biological_process  	 GO:0060037  	pharyngeal system development  	4, 5, 6, 7	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0060914  	heart formation  	4, 5, 6, 7, 8	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0048486  	parasympathetic nervous system development  	4, 5, 6, 7	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:1905276  	regulation of epithelial tube formation  	4, 5, 6, 7, 8	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:2000136  	regulation of cell proliferation involved in heart morphogenesis  	3, 4, 5, 6, 7, 8, 9	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0061548  	ganglion development  	4, 5, 6	12 	0.001325  	1   	0.111111  	83.79x  	E  	0.01180776  	1  	0.0841523220489551  	 	 
biological_process  	 GO:0031589  	cell-substrate adhesion  	3	181 	0.019982  	2   	0.222222  	11.12x  	E  	0.01243155  	1  	0.0853518079436693  	 	 
cellular_component  	 GO:0032039  	integrator complex  	2, 5, 6, 7, 8, 9, 10, 11, 12, 13	15 	0.001593  	1   	0.125  	78.42x  	E  	0.01261349  	1  	0.193759184855828  	 	 
