undefinedGO type	GO ID	GO term	Level	Occ. Ref.	Freq. Ref.	Occ. set	Freq. set	Ratio	E/D	Pval.	Pval. Bonferroni	Pval. BH	P(A|B)%	P(B|A)%
biological_process  	 GO:0007276  	gamete generation  	3, 4, 5	665 	0.037987  	1   	0.004587  	8.28x  	D  	0.001780828  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048609  	multicellular organismal reproductive process  	2, 3	807 	0.046098  	2   	0.009174  	5.02x  	D  	0.001803932  	1  	0.236938970727218  	 	 
biological_process  	 GO:0000003  	reproduction  	1	1407 	0.080372  	7   	0.03211  	2.5x  	D  	0.001840106  	1  	0.236938970727218  	 	 
biological_process  	 GO:0022414  	reproductive process  	1, 2	1406 	0.080315  	7   	0.03211  	2.5x  	D  	0.001855265  	1  	0.236938970727218  	 	 
biological_process  	 GO:0023061  	signal release  	3, 4, 6	434 	0.024792  	13   	0.059633  	2.41x  	E  	0.002062923  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007416  	synapse assembly  	4, 5, 6	149 	0.008511  	7   	0.03211  	3.77x  	E  	0.002097644  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048667  	cell morphogenesis involved in neuron differentiation  	5, 6, 7, 8, 9, 10	548 	0.031304  	15   	0.068807  	2.2x  	E  	0.002261908  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021533  	cell differentiation in hindbrain  	4, 6, 7, 8, 9	22 	0.001257  	3   	0.013761  	10.94x  	E  	0.002319341  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032101  	regulation of response to external stimulus  	3, 4	782 	0.04467  	2   	0.009174  	4.87x  	D  	0.002344844  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048812  	neuron projection morphogenesis  	6, 7, 8, 9, 10, 11	608 	0.034731  	16   	0.073394  	2.11x  	E  	0.002394023  	1  	0.236938970727218  	 	 
biological_process  	 GO:0060429  	epithelium development  	4	1261 	0.072032  	6   	0.027523  	2.62x  	D  	0.002448542  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021697  	cerebellar cortex formation  	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13	23 	0.001314  	3   	0.013761  	10.46x  	E  	0.002634443  	1  	0.236938970727218  	 	 
biological_process  	 GO:0031175  	neuron projection development  	5, 6, 8, 9, 10	919 	0.052496  	21   	0.09633  	1.83x  	E  	0.00287089  	1  	0.236938970727218  	 	 
biological_process  	 GO:0000904  	cell morphogenesis involved in differentiation  	4, 5, 6	680 	0.038844  	17   	0.077982  	2.01x  	E  	0.002920811  	1  	0.236938970727218  	 	 
biological_process  	 GO:0120039  	plasma membrane bounded cell projection morphogenesis  	5, 6, 7	622 	0.035531  	16   	0.073394  	2.07x  	E  	0.002925035  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007186  	G-protein coupled receptor signaling pathway  	3, 4, 5	1348 	0.077002  	7   	0.03211  	2.4x  	D  	0.002963103  	1  	0.236938970727218  	 	 
biological_process  	 GO:0050808  	synapse organization  	3	299 	0.01708  	10   	0.045872  	2.69x  	E  	0.003020494  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048858  	cell projection morphogenesis  	4, 5, 6	625 	0.035702  	16   	0.073394  	2.06x  	E  	0.003049942  	1  	0.236938970727218  	 	 
biological_process  	 GO:0006890  	retrograde vesicle-mediated transport, Golgi to ER  	6	83 	0.004741  	5   	0.022936  	4.84x  	E  	0.003189444  	1  	0.236938970727218  	 	 
biological_process  	 GO:0045944  	positive regulation of transcription by RNA polymerase II  	6, 7, 8, 9, 10, 11, 12	1113 	0.063578  	5   	0.022936  	2.77x  	D  	0.003292994  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021695  	cerebellar cortex development  	3, 4, 5, 6, 8, 9, 10, 11	52 	0.00297  	4   	0.018349  	6.18x  	E  	0.003506957  	1  	0.236938970727218  	 	 
biological_process  	 GO:0044703  	multi-organism reproductive process  	2, 3	987 	0.056381  	4   	0.018349  	3.07x  	D  	0.003609488  	1  	0.236938970727218  	 	 
biological_process  	 GO:0002252  	immune effector process  	2	1204 	0.068776  	6   	0.027523  	2.5x  	D  	0.00391497  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032990  	cell part morphogenesis  	4, 5	644 	0.036787  	16   	0.073394  	2x  	E  	0.003940013  	1  	0.236938970727218  	 	 
biological_process  	 GO:1901374  	acetate ester transport  	5	8 	0.000457  	2   	0.009174  	20.03x  	E  	0.00401204  	1  	0.236938970727218  	 	 
biological_process  	 GO:0035095  	behavioral response to nicotine  	3, 5	8 	0.000457  	2   	0.009174  	20.03x  	E  	0.00401204  	1  	0.236938970727218  	 	 
biological_process  	 GO:0000902  	cell morphogenesis  	4, 5	951 	0.054324  	21   	0.09633  	1.77x  	E  	0.004049206  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021680  	cerebellar Purkinje cell layer development  	3, 4, 5, 6, 7, 9, 10, 11, 12	27 	0.001542  	3   	0.013761  	8.92x  	E  	0.004140936  	1  	0.236938970727218  	 	 
biological_process  	 GO:0099003  	vesicle-mediated transport in synapse  	5	128 	0.007312  	6   	0.027523  	3.76x  	E  	0.004247196  	1  	0.236938970727218  	 	 
biological_process  	 GO:0017157  	regulation of exocytosis  	4, 5, 6, 7	171 	0.009768  	7   	0.03211  	3.29x  	E  	0.004281192  	1  	0.236938970727218  	 	 
biological_process  	 GO:0070997  	neuron death  	3	318 	0.018165  	10   	0.045872  	2.53x  	E  	0.00447938  	1  	0.236938970727218  	 	 
biological_process  	 GO:0061564  	axon development  	6, 7, 9, 10, 11	482 	0.027533  	13   	0.059633  	2.17x  	E  	0.004596863  	1  	0.236938970727218  	 	 
biological_process  	 GO:0071345  	cellular response to cytokine stimulus  	5	1072 	0.061236  	5   	0.022936  	2.67x  	D  	0.004661401  	1  	0.236938970727218  	 	 
biological_process  	 GO:0030182  	neuron differentiation  	4, 6, 7, 8	1293 	0.07386  	26   	0.119266  	1.61x  	E  	0.004861645  	1  	0.236938970727218  	 	 
biological_process  	 GO:0030900  	forebrain development  	3, 5, 6, 7, 8	378 	0.021593  	11   	0.050459  	2.34x  	E  	0.005106063  	1  	0.236938970727218  	 	 
biological_process  	 GO:0010557  	positive regulation of macromolecule biosynthetic process  	4, 5, 6	1686 	0.09631  	11   	0.050459  	1.91x  	D  	0.005177085  	1  	0.236938970727218  	 	 
biological_process  	 GO:2000060  	positive regulation of ubiquitin-dependent protein catabolic process  	7, 8, 9, 10, 11	94 	0.00537  	5   	0.022936  	4.27x  	E  	0.00526652  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007274  	neuromuscular synaptic transmission  	7, 8	30 	0.001714  	3   	0.013761  	8.02x  	E  	0.005538247  	1  	0.236938970727218  	 	 
biological_process  	 GO:0001525  	angiogenesis  	3, 4, 5, 6, 7, 8, 9, 10	564 	0.032218  	1   	0.004587  	7.02x  	D  	0.005574672  	1  	0.236938970727218  	 	 
biological_process  	 GO:0070848  	response to growth factor  	4	697 	0.039815  	2   	0.009174  	4.34x  	D  	0.005607185  	1  	0.236938970727218  	 	 
biological_process  	 GO:0019953  	sexual reproduction  	2, 3, 4	816 	0.046613  	3   	0.013761  	3.39x  	D  	0.00583567  	1  	0.236938970727218  	 	 
biological_process  	 GO:0043524  	negative regulation of neuron apoptotic process  	5, 6, 7, 8	138 	0.007883  	6   	0.027523  	3.49x  	E  	0.005950991  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021549  	cerebellum development  	3, 4, 5, 7, 8, 9, 10	97 	0.005541  	5   	0.022936  	4.14x  	E  	0.005959108  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007409  	axonogenesis  	6, 7, 8, 9, 10, 11, 12	444 	0.025363  	12   	0.055046  	2.17x  	E  	0.006078276  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007600  	sensory perception  	4	925 	0.052839  	4   	0.018349  	2.88x  	D  	0.006237308  	1  	0.236938970727218  	 	 
biological_process  	 GO:0097091  	synaptic vesicle clustering  	5, 6	10 	0.000571  	2   	0.009174  	16.04x  	E  	0.00628971  	1  	0.236938970727218  	 	 
biological_process  	 GO:0099643  	signal release from synapse  	4, 5, 7	140 	0.007997  	6   	0.027523  	3.44x  	E  	0.006340271  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007269  	neurotransmitter secretion  	4, 5, 6, 7, 8	140 	0.007997  	6   	0.027523  	3.44x  	E  	0.006340271  	1  	0.236938970727218  	 	 
biological_process  	 GO:1901214  	regulation of neuron death  	4, 5	284 	0.016223  	9   	0.041284  	2.54x  	E  	0.006361177  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048193  	Golgi vesicle transport  	5	341 	0.019479  	10   	0.045872  	2.35x  	E  	0.006871043  	1  	0.236938970727218  	 	 
biological_process  	 GO:2000058  	regulation of ubiquitin-dependent protein catabolic process  	7, 8, 9, 10	143 	0.008169  	6   	0.027523  	3.37x  	E  	0.00695591  	1  	0.236938970727218  	 	 
biological_process  	 GO:0120036  	plasma membrane bounded cell projection organization  	4	1409 	0.080487  	27   	0.123853  	1.54x  	E  	0.007159787  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021696  	cerebellar cortex morphogenesis  	3, 4, 5, 6, 7, 8, 9, 10, 11, 12	33 	0.001885  	3   	0.013761  	7.3x  	E  	0.007171194  	1  	0.236938970727218  	 	 
biological_process  	 GO:0006836  	neurotransmitter transport  	4	239 	0.013652  	8   	0.036697  	2.69x  	E  	0.007199398  	1  	0.236938970727218  	 	 
biological_process  	 GO:0071363  	cellular response to growth factor stimulus  	5	672 	0.038387  	2   	0.009174  	4.18x  	D  	0.007199619  	1  	0.236938970727218  	 	 
biological_process  	 GO:0019221  	cytokine-mediated signaling pathway  	4, 5, 6	789 	0.04507  	3   	0.013761  	3.27x  	D  	0.007483469  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021694  	cerebellar Purkinje cell layer formation  	3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14	11 	0.000628  	2   	0.009174  	14.59x  	E  	0.007592517  	1  	0.236938970727218  	 	 
biological_process  	 GO:0006563  	L-serine metabolic process  	6, 7, 9	11 	0.000628  	2   	0.009174  	14.59x  	E  	0.007592517  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021702  	cerebellar Purkinje cell differentiation  	4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15	11 	0.000628  	2   	0.009174  	14.59x  	E  	0.007592517  	1  	0.236938970727218  	 	 
biological_process  	 GO:0030534  	adult behavior  	2	146 	0.00834  	6   	0.027523  	3.3x  	E  	0.007610418  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007585  	respiratory gaseous exchange  	2	66 	0.00377  	4   	0.018349  	4.87x  	E  	0.007854754  	1  	0.236938970727218  	 	 
biological_process  	 GO:0017158  	regulation of calcium ion-dependent exocytosis  	6, 7, 8, 9	66 	0.00377  	4   	0.018349  	4.87x  	E  	0.007854754  	1  	0.236938970727218  	 	 
biological_process  	 GO:0051704  	multi-organism process  	1	2469 	0.141037  	20   	0.091743  	1.54x  	D  	0.007874577  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048232  	male gamete generation  	4, 5, 6	532 	0.03039  	1   	0.004587  	6.62x  	D  	0.007940175  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048584  	positive regulation of response to stimulus  	2, 3, 4	2278 	0.130127  	18   	0.082569  	1.58x  	D  	0.008171929  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048699  	generation of neurons  	5, 6, 7	1428 	0.081572  	27   	0.123853  	1.52x  	E  	0.008219999  	1  	0.236938970727218  	 	 
biological_process  	 GO:0022037  	metencephalon development  	3, 4, 6, 7, 8, 9	106 	0.006055  	5   	0.022936  	3.79x  	E  	0.008387667  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007271  	synaptic transmission, cholinergic  	7, 8	35 	0.001999  	3   	0.013761  	6.88x  	E  	0.008392134  	1  	0.236938970727218  	 	 
biological_process  	 GO:0006511  	ubiquitin-dependent protein catabolic process  	7, 8, 9	585 	0.033417  	14   	0.06422  	1.92x  	E  	0.008408998  	1  	0.236938970727218  	 	 
biological_process  	 GO:0035239  	tube morphogenesis  	3, 4, 5	889 	0.050783  	4   	0.018349  	2.77x  	D  	0.00848778  	1  	0.236938970727218  	 	 
biological_process  	 GO:0008283  	cell proliferation  	1	2083 	0.118988  	16   	0.073394  	1.62x  	D  	0.008592724  	1  	0.236938970727218  	 	 
biological_process  	 GO:0009891  	positive regulation of biosynthetic process  	3, 4, 5	1799 	0.102765  	13   	0.059633  	1.72x  	D  	0.008642874  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032501  	multicellular organismal process  	1	7382 	0.421684  	78   	0.357798  	1.18x  	D  	0.0086582  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048514  	blood vessel morphogenesis  	4, 5, 6, 7, 8, 9	653 	0.037301  	2   	0.009174  	4.07x  	D  	0.008687157  	1  	0.236938970727218  	 	 
biological_process  	 GO:0030030  	cell projection organization  	3	1437 	0.082086  	27   	0.123853  	1.51x  	E  	0.008759856  	1  	0.236938970727218  	 	 
biological_process  	 GO:0046185  	aldehyde catabolic process  	4	12 	0.000685  	2   	0.009174  	13.37x  	E  	0.008998532  	1  	0.236938970727218  	 	 
biological_process  	 GO:0019941  	modification-dependent protein catabolic process  	6, 7, 8	591 	0.03376  	14   	0.06422  	1.9x  	E  	0.009033844  	1  	0.236938970727218  	 	 
biological_process  	 GO:0031294  	lymphocyte costimulation  	2, 5, 6, 7, 8	69 	0.003942  	4   	0.018349  	4.65x  	E  	0.009079135  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007626  	locomotory behavior  	2	200 	0.011425  	7   	0.03211  	2.81x  	E  	0.009148639  	1  	0.236938970727218  	 	 
biological_process  	 GO:0043170  	macromolecule metabolic process  	3	9611 	0.549012  	106   	0.486239  	1.13x  	D  	0.009473284  	1  	0.236938970727218  	 	 
biological_process  	 GO:0071704  	organic substance metabolic process  	2	11190 	0.639209  	126   	0.577982  	1.11x  	D  	0.009497857  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007283  	spermatogenesis  	5, 6, 7	514 	0.029361  	1   	0.004587  	6.4x  	D  	0.009669581  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048666  	neuron development  	4, 5, 7, 8, 9	1045 	0.059694  	21   	0.09633  	1.61x  	E  	0.00967559  	1  	0.236938970727218  	 	 
biological_process  	 GO:0022008  	neurogenesis  	4, 5, 6	1523 	0.086999  	28   	0.12844  	1.48x  	E  	0.009832669  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903305  	regulation of regulated secretory pathway  	5, 6, 7, 8	111 	0.006341  	5   	0.022936  	3.62x  	E  	0.009974153  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032989  	cellular component morphogenesis  	3, 4	1049 	0.059922  	21   	0.09633  	1.61x  	E  	0.00999863  	1  	0.236938970727218  	 	 
biological_process  	 GO:0043632  	modification-dependent macromolecule catabolic process  	5, 6	600 	0.034274  	14   	0.06422  	1.87x  	E  	0.01003105  	1  	0.236938970727218  	 	 
biological_process  	 GO:0010628  	positive regulation of gene expression  	4, 5, 6	1864 	0.106478  	14   	0.06422  	1.66x  	D  	0.01024542  	1  	0.236938970727218  	 	 
biological_process  	 GO:0051674  	localization of cell  	2	1578 	0.090141  	11   	0.050459  	1.79x  	D  	0.0102919  	1  	0.236938970727218  	 	 
biological_process  	 GO:0048870  	cell motility  	2, 3	1578 	0.090141  	11   	0.050459  	1.79x  	D  	0.0102919  	1  	0.236938970727218  	 	 
biological_process  	 GO:0031328  	positive regulation of cellular biosynthetic process  	4, 5, 6	1768 	0.100994  	13   	0.059633  	1.69x  	D  	0.01034857  	1  	0.236938970727218  	 	 
biological_process  	 GO:0007156  	homophilic cell adhesion via plasma membrane adhesion molecules  	5	157 	0.008968  	6   	0.027523  	3.07x  	E  	0.01035566  	1  	0.236938970727218  	 	 
biological_process  	 GO:0008152  	metabolic process  	1	11709 	0.668856  	133   	0.610092  	1.1x  	D  	0.01042153  	1  	0.236938970727218  	 	 
biological_process  	 GO:0002087  	regulation of respiratory gaseous exchange by neurological system process  	4, 5, 6	13 	0.000743  	2   	0.009174  	12.33x  	E  	0.01050332  	1  	0.236938970727218  	 	 
biological_process  	 GO:0016024  	CDP-diacylglycerol biosynthetic process  	6, 7, 8, 9, 10	13 	0.000743  	2   	0.009174  	12.33x  	E  	0.01050332  	1  	0.236938970727218  	 	 
biological_process  	 GO:0071318  	cellular response to ATP  	5, 6, 7	13 	0.000743  	2   	0.009174  	12.33x  	E  	0.01050332  	1  	0.236938970727218  	 	 
biological_process  	 GO:0050878  	regulation of body fluid levels  	3	504 	0.02879  	1   	0.004587  	6.28x  	D  	0.01078144  	1  	0.236938970727218  	 	 
biological_process  	 GO:0051603  	proteolysis involved in cellular protein catabolic process  	5, 6, 7	670 	0.038273  	15   	0.068807  	1.8x  	E  	0.01093711  	1  	0.236938970727218  	 	 
biological_process  	 GO:0010468  	regulation of gene expression  	4, 5	4826 	0.275677  	48   	0.220183  	1.25x  	D  	0.01101555  	1  	0.236938970727218  	 	 
biological_process  	 GO:0034622  	cellular protein-containing complex assembly  	5	1067 	0.060951  	6   	0.027523  	2.21x  	D  	0.01129232  	1  	0.236938970727218  	 	 
biological_process  	 GO:0035295  	tube development  	3, 4	1066 	0.060893  	6   	0.027523  	2.21x  	D  	0.01137551  	1  	0.236938970727218  	 	 
biological_process  	 GO:0050804  	modulation of chemical synaptic transmission  	4, 5, 6, 7, 8	316 	0.018051  	9   	0.041284  	2.29x  	E  	0.0113946  	1  	0.236938970727218  	 	 
biological_process  	 GO:0099177  	regulation of trans-synaptic signaling  	3, 4, 5, 6	316 	0.018051  	9   	0.041284  	2.29x  	E  	0.0113946  	1  	0.236938970727218  	 	 
biological_process  	 GO:0040029  	regulation of gene expression, epigenetic  	5, 6	496 	0.028333  	1   	0.004587  	6.18x  	D  	0.01175832  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021587  	cerebellum morphogenesis  	3, 4, 5, 6, 7, 8, 9, 10, 11	40 	0.002285  	3   	0.013761  	6.02x  	E  	0.01190772  	1  	0.236938970727218  	 	 
biological_process  	 GO:0035641  	locomotory exploration behavior  	3	14 	0.0008  	2   	0.009174  	11.45x  	E  	0.01210257  	1  	0.236938970727218  	 	 
biological_process  	 GO:0046341  	CDP-diacylglycerol metabolic process  	6, 7, 8, 9	14 	0.0008  	2   	0.009174  	11.45x  	E  	0.01210257  	1  	0.236938970727218  	 	 
biological_process  	 GO:0021681  	cerebellar granular layer development  	3, 4, 5, 6, 7, 9, 10, 11, 12	14 	0.0008  	2   	0.009174  	11.45x  	E  	0.01210257  	1  	0.236938970727218  	 	 
biological_process  	 GO:0071697  	ectodermal placode morphogenesis  	3, 4	14 	0.0008  	2   	0.009174  	11.45x  	E  	0.01210257  	1  	0.236938970727218  	 	 
biological_process  	 GO:0060788  	ectodermal placode formation  	3, 4, 5	14 	0.0008  	2   	0.009174  	11.45x  	E  	0.01210257  	1  	0.236938970727218  	 	 
biological_process  	 GO:0097479  	synaptic vesicle localization  	5	117 	0.006683  	5   	0.022936  	3.43x  	E  	0.01210995  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903052  	positive regulation of proteolysis involved in cellular protein catabolic process  	6, 7, 8, 9	117 	0.006683  	5   	0.022936  	3.43x  	E  	0.01210995  	1  	0.236938970727218  	 	 
biological_process  	 GO:0010467  	gene expression  	4	5714 	0.326402  	59   	0.270642  	1.21x  	D  	0.01217916  	1  	0.236938970727218  	 	 
biological_process  	 GO:0051960  	regulation of nervous system development  	4, 5, 6	810 	0.04627  	17   	0.077982  	1.69x  	E  	0.01230604  	1  	0.236938970727218  	 	 
biological_process  	 GO:0042820  	vitamin B6 catabolic process  	5, 6	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0006173  	dADP biosynthetic process  	8, 9, 10, 11, 12	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0010797  	regulation of multivesicular body size involved in endosome transport  	6, 7	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0002194  	hepatocyte cell migration  	4, 5	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032361  	pyridoxal phosphate catabolic process  	5, 6, 7	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0003167  	atrioventricular bundle cell differentiation  	7, 8, 9, 10, 11	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0045234  	protein palmitoleylation  	7, 8	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1902684  	negative regulation of receptor localization to synapse  	2, 3, 4, 5, 6	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1905636  	positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding  	7	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032208  	negative regulation of telomere maintenance via recombination  	5, 6, 7, 8, 9, 10, 11	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0032207  	regulation of telomere maintenance via recombination  	4, 6, 7, 8, 9, 10	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:2000979  	positive regulation of forebrain neuron differentiation  	6, 7, 8, 9, 10, 11, 12	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0090425  	acinar cell differentiation  	7, 8	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0015904  	tetracycline transport  	6, 7	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0061114  	branching involved in pancreas morphogenesis  	4, 5, 6, 7, 8	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0043049  	otic placode formation  	4, 5, 6, 7, 8, 9, 10, 11, 12	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0060386  	synapse assembly involved in innervation  	3, 5, 6, 7, 8	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:0036153  	triglyceride acyl-chain remodeling  	7, 8	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903742  	regulation of anterograde synaptic vesicle transport  	5, 6, 7, 8, 9, 10, 11	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1901609  	negative regulation of vesicle transport along microtubule  	4, 5, 6, 7, 8, 9, 10	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903824  	negative regulation of telomere single strand break repair  	6, 7, 8, 9, 10, 11	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903823  	telomere single strand break repair  	7, 8, 9	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903517  	negative regulation of single strand break repair  	5, 6, 7, 8, 9, 10	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903743  	negative regulation of anterograde synaptic vesicle transport  	5, 6, 7, 8, 9, 10, 11, 12	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
biological_process  	 GO:1903770  	negative regulation of beta-galactosidase activity  	6	1 	5.7E-5  	1   	0.004587  	79.09x  	E  	0.01245287  	1  	0.236938970727218  	 	 
