geneIDs	disper	pval	padj	TEcontrol	TEtreated	log2FC_TE(treated vs control)	
ENSG00000130764.10	0.002788575164713344	0.7518096948241586	0.9991726835167344	1.0710834765502621	1.095834455334537	0.03295894768556233
ENSG00000116198.14	0.0032556466973696473	0.07848088250372565	0.9991726835167344	0.30076921277295676	0.34984419948393375	0.21805567360149736
ENSG00000169598.17	0.011392504765078937	0.9616503903681553	0.9991726835167344	0.3014337184071637	0.2996409747969825	-0.008605885473111918
ENSG00000198912.12	0.008862629247879108	0.6013176758142721	0.9991726835167344	0.5174827957546332	0.5649828464115116	0.12669616662465488
ENSG00000196581.11	0.005056898512126942	0.43861643711512033	0.9991726835167344	0.06473095977312716	0.05825166848646422	-0.15215652195703022
ENSG00000131697.18	0.010405311581289493	0.8048855787652409	0.9991726835167344	0.41191025276854426	0.43410371951015664	0.07570974755705162
ENSG00000069424.16	0.007481824923220045	0.30248498300294513	0.9991726835167344	0.3214431217541838	0.3770664365593862	0.23025525876131003
ENSG00000116254.18	0.1608873646845198	0.03596418484252206	0.9991726835167344	3.3314098440993165	0.725812632346561	-2.1984637799474176
ENSG00000285629.1	nan	nan	nan	1.0	1.0	0.0
ENSG00000116251.11	0.003915240967409277	0.15841589277676027	0.9991726835167344	0.42358499479692285	0.37809059976657505	-0.16391950283569634
ENSG00000158286.13	0.1450998786383335	0.3484500212471586	0.9991726835167344	0.09254140147128256	0.21880474081711998	1.2414731444426153
ENSG00000116237.16	0.002279938598330741	0.02314322690146342	0.9991726835167344	0.2094505011495542	0.17450731875515735	-0.2633217924690836
ENSG00000173673.9	0.07779862088902091	0.6319868217579386	0.9991726835167344	1.3125903823595766	1.0411779970402402	-0.33420003825073935
ENSG00000158292.7	0.00678814767809739	0.6851251597545829	0.9991726835167344	0.04316411848011501	0.04129228915524608	-0.06396012470483736
ENSG00000097021.21	0.0027217035111597202	0.19977838232917522	0.9991726835167344	0.7633405426933368	0.8332050333289408	0.12634473654946893
ENSG00000069812.11	0.017152145460469382	0.7838181514466834	0.9991726835167344	0.2310907086424602	0.26096262632017747	0.17538395127835105
ENSG00000187017.18	0.02400868151305092	0.20770688984257213	0.9991726835167344	2.054236869153281	1.518433498277984	-0.436018819742785
ENSG00000215788.11	nan	nan	nan	0.019272806151478142	0.09229671252270025	2.259712616407117
ENSG00000171680.23	0.006397363725972158	0.7262074422106197	0.9991726835167344	0.4013997093559459	0.4256449806259874	0.08461104562305932
ENSG00000162408.11	0.0028521180251749713	0.4439984228080104	0.9991726835167344	1.7242166173573417	1.6093808071914013	-0.09943530203278694
ENSG00000173662.21	nan	nan	nan	568.0483115595484	1065.8390674820844	0.9079040811547063
ENSG00000204859.13	0.0064246728115483825	0.7673959289859793	0.9991726835167344	0.38768887074685077	0.3789291346463345	-0.032971252417825836
ENSG00000162413.17	0.005035020120350206	0.026777432202416684	0.9991726835167344	0.27881475994881166	0.3713643450208838	0.4135283707587416
ENSG00000116273.6	0.004264056047082006	0.49216862428094044	0.9991726835167344	0.5243946281403145	0.5669049029204053	0.11245383969533773
ENSG00000041988.16	0.0070192627317481725	0.17782527229499467	0.9991726835167344	0.48022790822079997	0.5971774664851914	0.3144404812084103
ENSG00000007923.17	0.0021654269392514477	0.39875411987736675	0.9991726835167344	0.7065283905159586	0.7515038710592205	0.08903300188975899
ENSG00000171735.20	0.004775959385611304	0.7625385462390092	0.9991726835167344	0.39679912771658227	0.4038600747836808	0.02544667540204415
ENSG00000049245.13	0.010567914162958679	0.30188412048409075	0.9991726835167344	0.14415904799437163	0.12039459802093176	-0.25989072760518717
ENSG00000049246.15	0.015947991894358193	0.3536981205226304	0.9991726835167344	0.4807548548233756	0.3754902687749684	-0.3565259071904787
ENSG00000049247.14	nan	nan	nan	1.0	1.0	0.0
ENSG00000049249.10	nan	nan	nan	1.3608414182545485	0.9454141256589284	-0.525480630692184
ENSG00000116288.13	0.003181038416163322	0.11296739244469167	0.9991726835167344	0.7254595862295352	0.8120197156712657	0.1626195090357896
ENSG00000116285.13	0.004764956242334178	0.08062408955195255	0.9991726835167344	0.4299491637290022	0.34278127243885004	-0.3268777975217285
ENSG00000162426.16	0.009277778761067543	0.47354540951964175	0.9991726835167344	0.5817987133058847	0.6401385854982773	0.13786416644179167
ENSG00000142599.20	0.002071490083471973	0.17083726838509927	0.9991726835167344	0.8810725913019896	0.8155415354280379	-0.11150253216112749
ENSG00000074800.16	0.005409732352562619	0.5133344663653392	0.9991726835167344	0.9218302096896352	0.975911356626536	0.0822490641386655
ENSG00000131686.15	nan	nan	nan	1.3608414182545485	0.6249300311539777	-1.122732380399948
ENSG00000197241.4	nan	nan	nan	0.7657388354247001	1.5407460301251454	1.0087047414716026
ENSG00000142583.18	nan	nan	nan	0.4603385179383095	0.1458079977432043	-1.6586253069544332
ENSG00000180758.12	0.08044255477462872	0.8483958523309958	0.9991726835167344	0.1549857873099233	0.15273692906568284	-0.02108699959360738
ENSG00000049239.13	0.0112597676207466	0.037320835732567614	0.9991726835167344	0.2366463026390852	0.15502863757464871	-0.6101976404735594
ENSG00000171621.14	0.005553562995964896	0.9641889554698729	0.9991726835167344	0.30703153504867636	0.308987938981768	0.009163683489628704
ENSG00000171612.7	0.02076018539515778	0.43721860529677314	0.9991726835167344	0.053648552261484767	0.06457983095464129	0.2675444250197021
ENSG00000188807.13	0.004553361167005616	0.43356406695034455	0.9991726835167344	0.5239040917329477	0.5695329265429785	0.12047652160225586
ENSG00000171608.18	0.004016238975995904	0.941229294004472	0.9991726835167344	0.2830407327705128	0.28940375821328734	0.03207396873780999
ENSG00000171603.18	0.001409252024307729	0.21384054510971606	0.9991726835167344	0.9783641602467162	1.0398776173714857	0.08797028769268894
ENSG00000178585.15	0.014416715364150748	0.21803115541541007	0.9991726835167344	0.14105137201479925	0.17207835801075827	0.2868449644267921
ENSG00000162441.12	0.0033096175938270586	0.06433699117938996	0.9991726835167344	0.20715486410175965	0.24825920019874814	0.26113748742402354
ENSG00000173614.14	0.0063213154481775785	0.6411198707120257	0.9991726835167344	0.5805665375732117	0.6237491105486779	0.10350443223438177
ENSG00000162444.12	0.21863168180168732	0.8314482323183257	0.9991726835167344	1.1194458473495317	1.0933038254574197	-0.034090363376039406
ENSG00000130939.20	0.0018308237054872178	0.7818080083104908	0.9991726835167344	0.6952659091820503	0.6822055576882871	-0.027358343793363882
ENSG00000054523.20	0.00335573640392462	0.37754670209631225	0.9991726835167344	0.989083467379062	0.9313569567651577	-0.08675806449110239
ENSG00000142657.21	0.001520348628122941	0.35675644631997516	0.9991726835167344	0.9296238921720441	0.9720826377265007	0.06443181622448363
ENSG00000251503.8	nan	nan	nan	0.08055185184247568	0.08908060514189627	0.1451936025939986
ENSG00000175279.22	nan	nan	nan	0.08549296228988748	0.08971673923342828	0.06957152301679725
ENSG00000241563.4	nan	nan	nan	0.09281618856685261	0.0928317318707911	0.00024157822517612004
ENSG00000160049.12	0.004568730746808359	0.34754887416987523	0.9991726835167344	0.31171236823355514	0.3442454881462802	0.14322234593774796
ENSG00000142655.13	0.0034153483299388695	0.4635059808268658	0.9991726835167344	0.5690597851103829	0.6240085367397473	0.1329855367434054
ENSG00000130940.15	0.007817500038030077	0.1465343970147407	0.9991726835167344	1.3371657319010275	1.0969275998888035	-0.2857099807892425
ENSG00000175262.15	nan	nan	nan	1.3949474848627956	2.7205456328581654	0.9636852171297303
ENSG00000120948.19	0.002133916321675	0.5055624815186432	0.9991726835167344	0.4030393011693093	0.4180687165114094	0.05281956690395884
ENSG00000009724.18	nan	nan	nan	0.009452342621851354	0.001982771580514141	-2.2531534384373915
ENSG00000116649.10	0.003980140893829519	0.7352174459173074	0.9991726835167344	0.3656720422957026	0.3556979000354542	-0.039897871605639734
ENSG00000171824.14	0.002039341255149288	0.04697737960171644	0.9991726835167344	1.3306972947959095	1.1700111838970448	-0.18566010597216995
ENSG00000198793.14	0.001454389993152587	0.49709846787086276	0.9991726835167344	0.6057371953709465	0.5835867028306867	-0.053744991524278696
ENSG00000171819.5	nan	nan	nan	0.30472861731635276	0.2404146961195508	-0.3419999029632361
ENSG00000120942.14	0.005635883141229004	0.462320209854423	0.9991726835167344	0.254148587343703	0.2795187080487475	0.13727263341401996
ENSG00000204624.8	0.004622179370678964	0.7128189462134789	0.9991726835167344	0.6287076819968893	0.6503461444272738	0.04881840078033406
ENSG00000116661.11	0.019288639771063893	0.056678470085390176	0.9991726835167344	0.32254052706154773	0.47110825452652866	0.5465781645575021
ENSG00000132879.14	0.0038576797801925518	0.910120847842892	0.9991726835167344	0.4138208798950824	0.41790058888207005	0.014153351452639074
ENSG00000116670.16	0.004537705338976658	0.5076277652673249	0.9991726835167344	0.46200122858388465	0.49180908356768827	0.09020169317349613
ENSG00000116663.11	0.11002134522224565	0.16397127606426454	0.9991726835167344	0.3025240546598535	0.10985126137381306	-1.4614984245772402
ENSG00000162490.7	0.0019446978361719641	0.6706625651925344	0.9991726835167344	0.4118396043388253	0.40354684490723947	-0.02934641713380004
ENSG00000177674.16	0.015409534653825665	0.5633659952255388	0.9991726835167344	0.41270280506145607	0.49294183949410153	0.25631419393825583
ENSG00000215910.8	nan	nan	nan	2.8414896552779165	7.292496329942119	1.3597652919399172
ENSG00000177000.13	0.003987714272290121	0.3102003424392701	0.9991726835167344	0.2864587919830884	0.3199506426934602	0.1595217467881953
ENSG00000011021.23	0.003065617066554667	0.6934970814734387	0.9991726835167344	0.5340670937725415	0.548463957669176	0.038375820812864836
ENSG00000175206.11	nan	nan	nan	0.2259465043623693	0.1950691674680641	-0.2119954727908806
ENSG00000120937.9	nan	nan	nan	2.197253485619139	4.712213430562782	1.10070356919214
ENSG00000116685.16	0.006902605729941237	0.9260806064356206	0.9991726835167344	0.13535745147511252	0.13849840666944535	0.03309506853230282
ENSG00000083444.17	0.0041017473110242465	0.5408117766337318	0.9991726835167344	0.7426617849325621	0.7852183212079855	0.08038849144838539
ENSG00000116688.18	0.002755106291175593	0.5776471400947788	0.9991726835167344	0.3987180352392759	0.41187496904390253	0.04683758735777177
ENSG00000116691.11	0.004662654741976757	0.29788000617251476	0.9991726835167344	0.6014504473584885	0.6732339962585928	0.16266214947827173
ENSG00000120949.15	nan	nan	nan	0.5224269854687239	0.5281887305369262	0.015824100566290245
ENSG00000028137.19	0.21150684836384473	0.7205128867828925	0.9991726835167344	0.2399738906061049	0.37088676936259285	0.6281013557818194
ENSG00000048707.15	0.004460710563055888	0.3599286970950376	0.9991726835167344	0.5722891738862368	0.524892771998285	-0.12472158423436164
ENSG00000162496.9	0.2035651902528436	0.4902024677607636	0.9991726835167344	0.5747773729028531	1.0774540961242804	0.9065512321545172
ENSG00000204518.3	nan	nan	nan	1.0	1.0	0.0
ENSG00000188984.12	nan	nan	nan	1.0	0.7691777727932947	-0.37861102168460303
ENSG00000157330.10	nan	nan	nan	1.0	1.0	0.0
ENSG00000116726.5	nan	nan	nan	1.0	1.0	0.0
ENSG00000116721.9	nan	nan	nan	1.0	1.0	0.0
ENSG00000239810.3	nan	nan	nan	1.0	1.0	0.0
ENSG00000179172.10	nan	nan	nan	1.0	1.367764227532443	0.45181956276399
ENSG00000120952.4	nan	nan	nan	1.0	1.0	0.0
ENSG00000243073.4	nan	nan	nan	1.0	1.0	0.0
ENSG00000187545.5	nan	nan	nan	1.0	1.0	0.0
ENSG00000204510.6	nan	nan	nan	1.0	1.0	0.0
ENSG00000232423.6	nan	nan	nan	1.0	1.0	0.0
ENSG00000274764.6	nan	nan	nan	1.0	1.0	0.0
ENSG00000277058.3	nan	nan	nan	1.0	1.0	0.0
ENSG00000229571.7	nan	nan	nan	1.0	1.0	0.0
ENSG00000275774.3	nan	nan	nan	1.3949474848627956	1.3459636051854045	-0.05157141035677465
ENSG00000280267.6	nan	nan	nan	1.0	1.0	0.0
ENSG00000179412.11	nan	nan	nan	1.0	1.0	0.0
ENSG00000204505.5	nan	nan	nan	1.0	1.0	0.0
ENSG00000279169.3	nan	nan	nan	1.0	1.0	0.0
ENSG00000279804.3	nan	nan	nan	1.0	1.0	0.0
ENSG00000270601.5	nan	nan	nan	1.0	1.0	0.0
ENSG00000182330.11	nan	nan	nan	1.0	1.0	0.0
ENSG00000237700.2	nan	nan	nan	1.6286737832062554	1.0	-0.7036976667976083
ENSG00000204501.7	nan	nan	nan	1.0	1.0	0.0
ENSG00000204481.8	nan	nan	nan	1.0	1.0	0.0
ENSG00000204480.9	nan	nan	nan	1.0	1.0	0.0
ENSG00000204479.4	nan	nan	nan	1.0	1.0	0.0
ENSG00000204478.11	nan	nan	nan	1.0	1.0	0.0
ENSG00000162494.6	nan	nan	nan	1.0	1.1729818025927021	0.23018063185499013
ENSG00000162493.17	0.01012915347514106	0.5989407598630292	0.9991726835167344	0.5817465262532482	0.6469281697943033	0.15321484374881789
ENSG00000116731.23	0.0032653985241387017	0.22957340622577105	0.9991726835167344	0.7567599482972652	0.6919799864838532	-0.12910542302345174
ENSG00000189337.17	0.006196226187973154	0.4798513928650193	0.9991726835167344	0.30579131039501684	0.27853652382136407	-0.13468089344642986
ENSG00000171729.14	0.021999452176490263	0.5438240162246706	0.9991726835167344	0.3472909188927176	0.40873786622075237	0.235031216423782
ENSG00000142621.21	nan	nan	nan	0.38588546515389155	0.6256965203532883	0.6972903768539274
ENSG00000142634.13	0.011593141880763774	0.932107316308215	0.9991726835167344	0.518465947658248	0.5376157870916941	0.052326266153804646
ENSG00000162438.12	nan	nan	nan	0.4344763985390691	1.0	1.2026502852480174
ENSG00000142615.8	nan	nan	nan	0.5917984660037917	1.0	0.756822137949294
ENSG00000215704.10	nan	nan	nan	0.5257403628721672	0.6249300311539777	0.24934417104510376
ENSG00000132906.18	0.005079097236065646	0.6334525433012397	0.9991726835167344	0.5909404942578849	0.5579085397953744	-0.08298422852302045
ENSG00000116138.13	0.0035919301594698086	0.8461787519807218	0.9991726835167344	1.0287940357282868	1.0064385136230076	-0.03169514766306989
ENSG00000116771.6	nan	nan	nan	0.07197452279832349	0.5226273750155714	2.860224470781121
ENSG00000197312.12	0.003914583596728345	0.9829198256387627	0.9992952418493134	0.49172281466451434	0.48626189313793355	-0.016111757628681556
ENSG00000215695.2	nan	nan	nan	6.307300944347865	6.542402796744805	0.052797813602844634
ENSG00000116786.13	0.00486616662205052	0.6449330258981237	0.9991726835167344	0.27402125682149425	0.2881455585490693	0.07250996971119816
ENSG00000162461.8	nan	nan	nan	0.02465771479647297	0.07330513418896714	1.5718751449796562
ENSG00000162460.7	nan	nan	nan	1.0	0.45559207508565486	-1.1341854429556129
ENSG00000162458.13	0.008069686791348597	0.9808969546415648	0.9992952418493134	0.2665319026069307	0.26171829177751366	-0.026293467643162982
ENSG00000233954.7	0.12066972464670585	0.5884986018176714	0.9991726835167344	0.029249048758448283	0.04721373680740913	0.690816965954359
ENSG00000065526.13	0.0026927745347306246	0.4145898883087731	0.9991726835167344	0.7772332670959781	0.7340678246666233	-0.08243428444047413
ENSG00000116809.12	0.006550256316421619	0.41470248812871535	0.9991726835167344	0.3039635697554515	0.3436970534909148	0.17723905753394398
ENSG00000183888.4	nan	nan	nan	1.0	1.0	0.0
ENSG00000173641.18	nan	nan	nan	1.0830874426951493	1.018428528579822	-0.08880498493895193
ENSG00000186510.12	nan	nan	nan	0.3610291475650497	0.35707432171286224	-0.01589092818646054
ENSG00000184908.20	nan	nan	nan	0.28368591730463943	0.10348438796860748	-1.4548814004145996
ENSG00000185519.9	0.08326625398078309	0.6318291884012927	0.9991726835167344	0.3651718108686415	0.28150311408238177	-0.37542452001506255
ENSG00000142627.13	0.018015112964314357	0.9325165742538484	0.9991726835167344	0.8859390028795823	0.879352358935663	-0.010765999151548189
ENSG00000142632.17	0.036482801006584	0.26835397919762616	0.9991726835167344	0.7001494584755527	0.5256220929804889	-0.41363700565486883
ENSG00000132881.12	0.04503190143226959	0.9463329741601294	0.9991726835167344	0.29971625068152247	0.30957657592990456	0.04669900506819635
ENSG00000037637.11	0.002455838655861609	0.5814594229317727	0.9991726835167344	0.4353355021476155	0.4188199413638923	-0.05579754323187558
ENSG00000055070.17	0.00537721047771738	0.26849008204591773	0.9991726835167344	0.13921773513208485	0.15880357267040818	0.18990036002940247
ENSG00000187144.11	nan	nan	nan	0.45571629395410124	0.5744501050606391	0.3340456358658225
ENSG00000157191.20	0.007952298996687408	0.7375060637795257	0.9991726835167344	0.28269533426015014	0.29580428888905386	0.06539489790228936
ENSG00000219481.11	0.08555744582637817	0.45241101128061534	0.9991726835167344	0.012131753160393964	0.008768385371613735	-0.46840493804413796
ENSG00000058453.17	0.006411200029077521	0.12896132539526772	0.9991726835167344	0.42743110275407564	0.3603411644062593	-0.24632842120207488
ENSG00000117122.14	0.06721385047786417	0.7838258680791345	0.9991726835167344	2.303476258712614	2.0831704662690895	-0.14503182832134032
ENSG00000159363.19	0.004557510054112247	0.8638931480482361	0.9991726835167344	0.18662184607419718	0.1927250672165258	0.046426352301089935
ENSG00000288636.1	nan	nan	nan	4.161408365490685	5.380069926146201	0.3705530547374183
ENSG00000117118.10	0.00452392563873281	0.8213979320067543	0.9991726835167344	1.3062438971696912	1.2820073356026929	-0.02701977984048004
ENSG00000117115.13	0.05250726848188183	0.8958879038862296	0.9991726835167344	0.6969412829877671	0.6816804928083435	-0.03194141575710885
ENSG00000142623.11	nan	nan	nan	0.15661319698952672	0.4714999806473656	1.5900519254345853
ENSG00000142619.4	nan	nan	nan	0.28569426405236287	0.5541579509364271	0.9558251731686764
ENSG00000159339.13	nan	nan	nan	2.054971132270877	1.5055758451764696	-0.448802740049833
ENSG00000276747.1	nan	nan	nan	1.0	0.6249300311539777	-0.6782334240853202
ENSG00000179051.14	0.0037196751877708423	0.13220450657470573	0.9991726835167344	0.5177707235093495	0.5821260975013336	0.16901830427302733
ENSG00000074964.17	0.0033712401794729592	0.7046734725498734	0.9991726835167344	0.26276080073782426	0.2741245480688274	0.06108146128462244
ENSG00000117148.8	nan	nan	nan	0.5598362050401284	1.4418593172942373	1.364853711953919
ENSG00000117154.12	0.022627558596815516	0.4006037327552274	0.9991726835167344	0.3017104721435173	0.3625680743946347	0.26508712324855854
ENSG00000179023.9	0.1952765530993913	0.6328598659692155	0.9991726835167344	0.4437563047687361	0.34336124235837673	-0.37004041585617387
ENSG00000009709.12	0.2434592218108314	0.8269773665049671	0.9991726835167344	0.24017473605754858	0.25444075038056185	0.08324534418326324
ENSG00000179002.6	nan	nan	nan	1.3143368916031277	2.276274485190032	0.7923394204155896
ENSG00000159423.17	0.004773084875746571	0.16818220169326015	0.9991726835167344	0.5256620278300236	0.5982607891799708	0.18663898698424863
ENSG00000169991.11	0.0023844228450480044	0.023479099373007073	0.9991726835167344	0.2699219407083571	0.3225859976320745	0.2571415657464444
ENSG00000127481.15	0.0032244199936977483	0.8409534670695906	0.9991726835167344	1.1655445255173842	1.1496426775535782	-0.019818594317278615
